iso,country,ndc,date,num_words,biodiversity_freq_per_10000,industry_freq_per_10000,ocean ecosystems_freq_per_10000,fisheries_freq_per_10000,policy_freq_per_10000,coastal impacts_freq_per_10000,climate change_freq_per_10000,pollutants/waste_freq_per_10000,blue economy_freq_per_10000,enforcement_freq_per_10000,marine_freq_per_10000,estuary_freq_per_10000,blue carbon_freq_per_10000,acidification_freq_per_10000,wastewater_freq_per_10000,microplastics_freq_per_10000,antarctic_freq_per_10000,commercial shipping_freq_per_10000,marsh_freq_per_10000,funding_freq_per_10000,underwater noise_freq_per_10000,oil drilling_freq_per_10000,disaster relief_freq_per_10000,oxygen_freq_per_10000,turbidity_freq_per_10000,marine mammals_freq_per_10000,sustanability_freq_per_10000,aquaculture_freq_per_10000,benthos_freq_per_10000,seafood industry_freq_per_10000,deoxygenation_freq_per_10000,tsunami_freq_per_10000,heavy metals_freq_per_10000,hypoxia_freq_per_10000,oil spills_freq_per_10000,sanitation_freq_per_10000,kelp forest_freq_per_10000,hurricane_freq_per_10000,natural disasters_freq_per_10000,resource management_freq_per_10000,endangered species_freq_per_10000,arctic_freq_per_10000,eutrophication_freq_per_10000,sea_freq_per_10000,fracking_freq_per_10000,justice_freq_per_10000,fertilizers_freq_per_10000,marine protected areas_freq_per_10000,bycatch_freq_per_10000,plastics_freq_per_10000,algal bloom_freq_per_10000,long-line fisheries_freq_per_10000,coral_freq_per_10000,reef_freq_per_10000,offshore_freq_per_10000,protected species_freq_per_10000,ice melt_freq_per_10000,sewage_freq_per_10000,ocean warming_freq_per_10000,law_freq_per_10000,marine research_freq_per_10000,exploitation_freq_per_10000,algae_freq_per_10000,seagrass_freq_per_10000,SIDS_freq_per_10000,coastal development_freq_per_10000,mangrove_freq_per_10000,ecotourism_freq_per_10000,global warming_freq_per_10000,international waters_freq_per_10000,ocean_freq_per_10000,oil_freq_per_10000,sealevel rise_freq_per_10000,conservation_freq_per_10000,wetland_freq_per_10000,habitat loss_freq_per_10000,maritime_freq_per_10000,contaminants_freq_per_10000,sargassum_freq_per_10000,sealevel_freq_per_10000,jurisdiction_freq_per_10000,sediment_freq_per_10000,trawling_freq_per_10000,small island developing nations_freq_per_10000,coast_freq_per_10000,offshore wind_freq_per_10000,overfishing_freq_per_10000,pelagic_freq_per_10000,seabirds_freq_per_10000,persistant organic pollutants_freq_per_10000,fish_freq_per_10000,plankton_freq_per_10000,deep ocean_freq_per_10000,keyword_freq_per_10000,numeric_code
BHS,Bahamas,1,10/31/16,3283,57.87389582698751,12.183978068839476,115.74779165397501,6.091989034419738,67.01187937861712,51.781906792567774,6.091989034419738,6.091989034419738,0.0,0.0,15.229972586049344,0.0,0.0,0.0,3.045994517209869,0.0,0.0,0.0,0.0,6.091989034419738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.183978068839476,0.0,0.0,0.0,0.0,0.0,45.689917758148034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.091989034419738,6.091989034419738,0.0,0.0,0.0,3.045994517209869,0.0,0.0,0.0,0.0,0.0,0.0,33.50593968930856,0.0,15.229972586049344,0.0,6.091989034419738,0.0,9.137983551629608,12.183978068839476,0.0,27.413950654888822,3.045994517209869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.045994517209869,0.0,0.0,27.413950654888822,0.0,0.0,9.137983551629608,0.0,0.0,249.77155041120926,044
BHR,Bahrain,2,10/18/21,3190,81.50470219435736,6.269592476489029,15.67398119122257,0.0,53.29153605015674,112.8526645768025,6.269592476489029,0.0,9.404388714733543,0.0,0.0,0.0,9.404388714733543,0.0,0.0,0.0,0.0,0.0,0.0,9.404388714733543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67398119122257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1347962382445145,0.0,0.0,0.0,0.0,40.75235109717868,0.0,40.75235109717868,0.0,0.0,0.0,0.0,6.269592476489029,6.269592476489029,0.0,0.0,0.0,0.0,0.0,0.0,6.269592476489029,0.0,0.0,0.0,0.0,25.078369905956116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.00940438871473,048
BGD,Bangladesh,2,8/26/21,15376,8.454734651404786,28.616024973985432,11.056191467221643,5.853277835587929,48.77731529656607,13.657648283038503,2.601456815816858,7.804370447450572,0.0,5.202913631633716,0.0,0.0,0.0,0.0,7.804370447450572,0.0,0.0,0.0,0.6503642039542145,7.154006243496358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6503642039542145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6503642039542145,0.0,0.0,0.0,0.0,11.056191467221643,0.0,0.0,22.762747138397504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.951092611862643,0.0,0.0,0.0,0.0,26.664932362122787,0.0,0.0,0.0,0.6503642039542145,0.0,0.0,5.853277835587929,1.300728407908429,7.804370447450572,0.0,0.0,0.0,0.0,0.0,1.300728407908429,0.0,0.0,0.0,0.0,11.706555671175858,0.0,0.0,0.0,0.0,0.0,8.454734651404786,0.0,0.0,127.47138397502601,050
BRB,Barbados,2,7/30/21,21282,16.91570341133352,7.987971055351941,45.57842308053755,1.4096419509444602,70.01221689690819,33.36152617235222,10.807254957240861,7.51809040503712,0.46988065031482,0.0,7.987971055351941,0.0,0.46988065031482,0.0,2.8192839018889204,0.0,0.0,0.0,0.0,16.91570341133352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75904520251856,0.0,2.3494032515741003,7.51809040503712,0.0,0.0,0.0,0.0,11.277135607555682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.698806503148201,12.216896908185321,0.46988065031482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87952260125928,48.39770698242646,0.93976130062964,1.87952260125928,0.0,3.2891645522037405,0.0,2.8192839018889204,3.2891645522037405,0.0,2.8192839018889204,0.0,0.0,4.22892585283338,0.93976130062964,0.46988065031482,0.0,0.0,0.0,0.0,0.0,25.37355511700028,0.0,0.0,0.0,0.0,0.0,3.2891645522037405,0.0,0.0,171.50643736490932,052
BLR,Belarus,2,10/11/21,2418,0.0,0.0,8.271298593879239,0.0,28.949545078577337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271298593879239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1356492969396195,0.0,0.0,0.0,0.0,24.81389578163772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.220843672456574,112
BEL,Belgium,2,12/18/20,11909,5.038206398522126,14.274918129146023,3.3588042656814174,1.6794021328407087,65.49668318078764,5.038206398522126,1.6794021328407087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35133092619028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3588042656814174,0.0,1.6794021328407087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.954320261986734,0.0,0.0,0.0,0.0,23.511629859769922,0.0,0.0,0.0,1.6794021328407087,0.0,0.0,7.557309597783189,0.0,0.0,1.6794021328407087,0.0,6.717608531362835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6794021328407087,0.0,0.0,0.0,0.0,0.0,1.6794021328407087,0.0,0.0,91.52741623981862,056
BLZ,Belize,2,9/1/21,24037,99.84607064109498,3.7442276490410618,71.55635062611807,7.904480592420019,65.31597121104963,113.57490535424553,11.648708241461081,1.248075883013687,4.992303532054748,2.496151766027374,10.400632358447393,0.0,4.992303532054748,2.496151766027374,0.41602529433789576,0.0,0.0,0.0,0.0,23.297416482922163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328202354703166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.664101177351583,2.0801264716894785,0.0,0.0,0.0,0.0,25.793568248949537,0.0,0.0,0.0,1.664101177351583,0.0,0.0,0.0,0.0,5.824354120730541,6.240379415068436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.984607064109497,29.5377958979906,0.0,34.11407413570745,0.0,3.7442276490410618,0.0,2.496151766027374,3.7442276490410618,0.8320505886757915,8.320505886757914,3.7442276490410618,0.0,0.0,0.41602529433789576,0.41602529433789576,0.8320505886757915,0.0,0.41602529433789576,0.0,0.0,35.36215001872114,0.0,0.0,0.0,0.0,0.0,12.064733535798975,0.0,0.0,244.6228730706827,084
BEN,Benin,2,10/12/21,42206,11.846656873430318,37.435435720039806,15.637587072928019,0.9477325498744255,31.512107283324646,17.296119035208264,1.895465099748851,2.8431976496232765,0.0,0.0,1.895465099748851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.501729611903521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47386627493721273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8431976496232765,0.0,0.0,0.7107994124058191,0.9477325498744255,0.0,0.0,0.0,12.557456285836137,0.0,0.0,11.60972373596171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6585319622802446,0.0,0.0,0.0,0.0,15.874520210396627,0.0,1.6585319622802446,1.184665687343032,1.184665687343032,0.0,1.184665687343032,24.64104629673506,0.0,8.52959294886983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.979055110647776,0.0,0.0,0.0,0.0,0.0,8.52959294886983,0.0,0.0,114.91257167227408,204
BTN,Bhutan,2,6/24/21,15954,10.655634950482638,6.268020559107433,3.7608123354644603,0.6268020559107433,50.144164472859465,10.655634950482638,1.2536041118214867,1.8804061677322301,0.0,0.0,0.0,0.0,0.0,0.0,1.8804061677322301,0.0,0.0,0.0,0.0,8.775228782750407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6268020559107433,0.0,0.0,0.0,3.7608123354644603,0.0,0.0,2.5072082236429734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68446784505453,0.0,0.0,0.0,1.2536041118214867,0.0,0.0,3.7608123354644603,0.0,20.057665789143787,5.014416447285947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6268020559107433,0.0,0.0,0.0,0.0,0.0,0.6268020559107433,0.0,0.0,70.20183026200326,064
BOL,Bolivia,2,4/15/22,19365,6.196746707978311,5.163955589981926,6.7131422669765035,0.0,55.254324812806615,6.196746707978311,1.0327911179963853,7.229537825974697,0.0,0.0,0.0,0.0,0.0,0.0,1.0327911179963853,0.0,0.0,0.0,0.0,6.196746707978311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.680351148980118,0.0,0.0,0.5163955589981927,2.0655822359927707,0.0,0.0,0.0,5.163955589981926,0.0,6.196746707978311,0.5163955589981927,0.0,0.0,0.0,0.0,0.0,0.0,0.5163955589981927,0.0,0.0,0.0,0.0,0.0,9.295120061967468,0.0,0.5163955589981927,0.0,0.0,23.237800154918666,0.0,0.0,0.0,0.5163955589981927,0.0,1.0327911179963853,4.131164471985541,0.0,8.262328943971083,3.0983733539891554,0.0,0.0,0.5163955589981927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.49212496772527,068
BIH,Bosnia and Herzegovina,2,4/20/21,5428,0.0,1.8422991893883567,16.58069270449521,0.0,3.6845983787767134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.58069270449521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6845983787767134,0.0,0.0,0.0,0.0,0.0,0.0,1.8422991893883567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.107590272660282,070
BWA,Botswana,1,11/11/16,1159,0.0,17.25625539257981,8.628127696289905,0.0,17.25625539257981,0.0,17.25625539257981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25625539257981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.628127696289905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25625539257981,0.0,0.0,17.25625539257981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.39689387402934,072
BRA,Brazil,2,4/7/22,4188,7.163323782234957,2.387774594078319,9.551098376313275,2.387774594078319,33.42884431709647,7.163323782234957,4.775549188156638,2.387774594078319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387774594078319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.551098376313275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.163323782234957,0.0,0.0,0.0,0.0,23.877745940783193,0.0,0.0,0.0,4.775549188156638,0.0,0.0,2.387774594078319,0.0,2.387774594078319,2.387774594078319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387774594078319,0.0,0.0,0.0,0.0,0.0,2.387774594078319,0.0,0.0,62.082139446036294,076
